source,date,count
bloomberg,2011-02-14,595
bloomberg,2011-02-15,596
bloomberg,2011-02-16,594
bloomberg,2011-02-17,592
bloomberg,2011-02-18,488
bloomberg,2011-02-19,111
bloomberg,2011-02-20,161
bloomberg,2011-02-21,401
bloomberg,2011-02-22,544
bloomberg,2011-02-23,569
bloomberg,2011-02-24,666
bloomberg,2011-02-25,564
bloomberg,2011-02-26,87
bloomberg,2011-02-27,151
bloomberg,2011-02-28,626
bloomberg,2011-03-01,628
bloomberg,2011-03-02,623
bloomberg,2011-03-03,588
bloomberg,2011-03-04,525
bloomberg,2011-03-05,90
bloomberg,2011-03-06,136
bloomberg,2011-03-07,651
bloomberg,2011-03-08,766
bloomberg,2011-03-09,878
bloomberg,2011-03-10,1190
bloomberg,2011-03-11,523
bloomberg,2011-03-12,113
bloomberg,2011-03-13,183
bloomberg,2011-03-14,571
bloomberg,2011-03-15,658
bloomberg,2011-03-16,618
bloomberg,2011-03-17,667
bloomberg,2011-03-18,524
bloomberg,2011-03-19,110
bloomberg,2011-03-20,169
bloomberg,2011-03-21,553
bloomberg,2011-03-22,594
bloomberg,2011-03-23,600
bloomberg,2011-03-24,610
bloomberg,2011-03-25,489
bloomberg,2011-03-26,101
bloomberg,2011-03-27,203
bloomberg,2011-03-28,534
bloomberg,2011-03-29,602
bloomberg,2011-03-30,620
bloomberg,2011-03-31,683
bloomberg,2011-04-01,507
bloomberg,2011-04-02,94
bloomberg,2011-04-03,186
bloomberg,2011-04-04,507
bloomberg,2011-04-05,575
bloomberg,2011-04-06,566
bloomberg,2011-04-07,657
bloomberg,2011-04-08,478
bloomberg,2011-04-09,123
bloomberg,2011-04-10,202
bloomberg,2011-04-11,550
bloomberg,2011-04-12,535
bloomberg,2011-04-13,625
bloomberg,2011-04-14,623
bloomberg,2011-04-15,486
bloomberg,2011-04-16,119
bloomberg,2011-04-17,198
bloomberg,2011-04-18,565
bloomberg,2011-04-19,552
bloomberg,2011-04-20,539
bloomberg,2011-04-21,504
bloomberg,2011-04-22,144
bloomberg,2011-04-23,66
bloomberg,2011-04-24,123
bloomberg,2011-04-25,320
bloomberg,2011-04-26,517
bloomberg,2011-04-27,612
bloomberg,2011-04-28,647
bloomberg,2011-04-29,476
bloomberg,2011-04-30,107
bloomberg,2011-05-01,135
bloomberg,2011-05-02,442
bloomberg,2011-05-03,615
bloomberg,2011-05-04,655
bloomberg,2011-05-05,722
bloomberg,2011-05-06,729
bloomberg,2011-05-07,88
bloomberg,2011-05-08,145
bloomberg,2011-05-09,891
bloomberg,2011-05-10,1332
bloomberg,2011-05-11,649
bloomberg,2011-05-12,645
bloomberg,2011-05-13,537
bloomberg,2011-05-14,98
bloomberg,2011-05-15,166
bloomberg,2011-05-16,638
bloomberg,2011-05-17,570
bloomberg,2011-05-18,579
bloomberg,2011-05-19,578
bloomberg,2011-05-20,456
bloomberg,2011-05-21,102
bloomberg,2011-05-22,150
bloomberg,2011-05-23,507
bloomberg,2011-05-24,556
bloomberg,2011-05-25,619
bloomberg,2011-05-26,648
bloomberg,2011-05-27,486
bloomberg,2011-05-28,95
bloomberg,2011-05-29,147
bloomberg,2011-05-30,397
bloomberg,2011-05-31,598
bloomberg,2011-06-01,593
bloomberg,2011-06-02,545
bloomberg,2011-06-03,492
bloomberg,2011-06-04,81
bloomberg,2011-06-05,165
bloomberg,2011-06-06,482
bloomberg,2011-06-07,734
bloomberg,2011-06-08,781
bloomberg,2011-06-09,880
bloomberg,2011-06-10,1144
bloomberg,2011-06-11,84
bloomberg,2011-06-12,181
bloomberg,2011-06-13,477
bloomberg,2011-06-14,579
bloomberg,2011-06-15,565
bloomberg,2011-06-16,573
bloomberg,2011-06-17,481
bloomberg,2011-06-18,90
bloomberg,2011-06-19,172
bloomberg,2011-06-20,505
bloomberg,2011-06-21,527
bloomberg,2011-06-22,578
bloomberg,2011-06-23,517
bloomberg,2011-06-24,430
bloomberg,2011-06-25,81
bloomberg,2011-06-26,169
bloomberg,2011-06-27,493
bloomberg,2011-06-28,559
bloomberg,2011-06-29,573
bloomberg,2011-06-30,596
bloomberg,2011-07-01,459
bloomberg,2011-07-02,77
bloomberg,2011-07-03,141
bloomberg,2011-07-04,391
bloomberg,2011-07-05,526
bloomberg,2011-07-06,605
bloomberg,2011-07-07,790
bloomberg,2011-07-08,1369
bloomberg,2011-07-09,102
bloomberg,2011-07-10,170
bloomberg,2011-07-11,592
bloomberg,2011-07-12,531
bloomberg,2011-07-13,560
bloomberg,2011-07-14,556
bloomberg,2011-07-15,460
bloomberg,2011-07-16,85
bloomberg,2011-07-17,164
bloomberg,2011-07-18,502
bloomberg,2011-07-19,529
bloomberg,2011-07-20,560
bloomberg,2011-07-21,578
bloomberg,2011-07-22,400
bloomberg,2011-07-23,77
bloomberg,2011-07-24,140
bloomberg,2011-07-25,458
bloomberg,2011-07-26,602
bloomberg,2011-07-27,610
bloomberg,2011-07-28,651
bloomberg,2011-07-29,519
bloomberg,2011-07-30,74
bloomberg,2011-07-31,130
bloomberg,2011-08-01,476
bloomberg,2011-08-02,521
bloomberg,2011-08-03,544
bloomberg,2011-08-04,609
bloomberg,2011-08-05,507
bloomberg,2011-08-06,87
bloomberg,2011-08-07,162
bloomberg,2011-08-08,504
bloomberg,2011-08-09,494
bloomberg,2011-08-10,559
bloomberg,2011-08-11,585
bloomberg,2011-08-12,493
bloomberg,2011-08-13,95
bloomberg,2011-08-14,140
bloomberg,2011-08-15,483
bloomberg,2011-08-16,523
bloomberg,2011-08-17,516
bloomberg,2011-08-18,535
bloomberg,2011-08-19,443
bloomberg,2011-08-20,72
bloomberg,2011-08-21,150
bloomberg,2011-08-22,470
bloomberg,2011-08-23,514
bloomberg,2011-08-24,523
bloomberg,2011-08-25,596
bloomberg,2011-08-26,441
bloomberg,2011-08-27,108
bloomberg,2011-08-28,179
bloomberg,2011-08-29,409
bloomberg,2011-08-30,484
bloomberg,2011-08-31,530
bloomberg,2011-09-01,527
bloomberg,2011-09-02,424
bloomberg,2011-09-03,85
bloomberg,2011-09-04,147
bloomberg,2011-09-05,478
bloomberg,2011-09-06,608
bloomberg,2011-09-07,686
bloomberg,2011-09-08,878
bloomberg,2011-09-09,1292
bloomberg,2011-09-10,91
bloomberg,2011-09-11,162
bloomberg,2011-09-12,498
bloomberg,2011-09-13,596
bloomberg,2011-09-14,598
bloomberg,2011-09-15,1047
bloomberg,2011-09-16,815
bloomberg,2011-09-17,126
bloomberg,2011-09-18,224
bloomberg,2011-09-19,801
bloomberg,2011-09-20,960
bloomberg,2011-09-21,954
bloomberg,2011-09-22,935
bloomberg,2011-09-23,821
bloomberg,2011-09-24,147
bloomberg,2011-09-25,260
bloomberg,2011-09-26,849
bloomberg,2011-09-27,943
bloomberg,2011-09-28,951
bloomberg,2011-09-29,922
bloomberg,2011-09-30,883
bloomberg,2011-10-01,109
bloomberg,2011-10-02,204
bloomberg,2011-10-03,905
bloomberg,2011-10-04,929
bloomberg,2011-10-05,871
bloomberg,2011-10-06,948
bloomberg,2011-10-07,844
bloomberg,2011-10-08,104
bloomberg,2011-10-09,197
bloomberg,2011-10-10,779
bloomberg,2011-10-11,894
bloomberg,2011-10-12,931
bloomberg,2011-10-13,990
bloomberg,2011-10-14,902
bloomberg,2011-10-15,124
bloomberg,2011-10-16,209
bloomberg,2011-10-17,818
bloomberg,2011-10-18,907
bloomberg,2011-10-19,953
bloomberg,2011-10-20,986
bloomberg,2011-10-21,806
bloomberg,2011-10-22,134
bloomberg,2011-10-23,205
bloomberg,2011-10-24,64
bloomberg,2011-10-25,2
bloomberg,2011-10-27,1
bloomberg,2011-10-28,2
bloomberg,2011-10-30,1
bloomberg,2011-10-31,2
bloomberg,2011-11-01,1
bloomberg,2011-11-02,1
bloomberg,2011-11-03,2
bloomberg,2011-11-04,1
bloomberg,2011-11-05,2
bloomberg,2011-11-07,1
bloomberg,2011-11-08,1
bloomberg,2011-11-09,1
bloomberg,2011-11-10,1
bloomberg,2011-11-11,2
bloomberg,2011-11-12,1
bloomberg,2011-11-13,1
bloomberg,2011-11-15,2
bloomberg,2011-11-16,2
bloomberg,2011-11-17,1
bloomberg,2011-11-18,2
bloomberg,2011-11-19,1
bloomberg,2011-11-20,2
bloomberg,2011-11-22,1
bloomberg,2011-11-23,2
bloomberg,2011-11-24,1
bloomberg,2011-11-25,3
bloomberg,2011-11-26,2
bloomberg,2011-11-27,13
bloomberg,2011-11-28,180
bloomberg,2011-11-29,531
bloomberg,2011-11-30,613
bloomberg,2011-12-01,579
bloomberg,2011-12-02,458
bloomberg,2011-12-03,81
bloomberg,2011-12-04,133
bloomberg,2011-12-05,581
bloomberg,2011-12-06,624
bloomberg,2011-12-07,740
bloomberg,2011-12-08,909
bloomberg,2011-12-09,1398
bloomberg,2011-12-10,104
bloomberg,2011-12-11,153
bloomberg,2011-12-12,514
bloomberg,2011-12-13,501
bloomberg,2011-12-14,96
bloomberg,2011-12-15,559
bloomberg,2011-12-16,464
bloomberg,2011-12-17,86
bloomberg,2011-12-18,144
bloomberg,2011-12-19,455
bloomberg,2011-12-20,498
bloomberg,2011-12-21,518
bloomberg,2011-12-22,459
bloomberg,2011-12-23,327
bloomberg,2011-12-24,65
bloomberg,2011-12-25,52
bloomberg,2011-12-26,133
bloomberg,2011-12-27,292
bloomberg,2011-12-28,348
bloomberg,2011-12-29,371
bloomberg,2011-12-30,281
bloomberg,2011-12-31,71
bloomberg,2012-01-01,81
bloomberg,2012-01-02,193
bloomberg,2012-01-03,422
bloomberg,2012-01-04,490
bloomberg,2012-01-05,611
bloomberg,2012-01-06,612
bloomberg,2012-01-07,121
bloomberg,2012-01-08,134
bloomberg,2012-01-09,892
bloomberg,2012-01-10,1454
bloomberg,2012-01-11,578
bloomberg,2012-01-12,569
bloomberg,2012-01-13,480
bloomberg,2012-01-14,87
bloomberg,2012-01-15,139
bloomberg,2012-01-16,376
bloomberg,2012-01-17,543
bloomberg,2012-01-18,584
bloomberg,2012-01-19,617
bloomberg,2012-01-20,476
bloomberg,2012-01-21,95
bloomberg,2012-01-22,151
bloomberg,2012-01-23,480
bloomberg,2012-01-24,508
bloomberg,2012-01-25,555
bloomberg,2012-01-26,609
bloomberg,2012-01-27,543
bloomberg,2012-01-28,101
bloomberg,2012-01-29,132
bloomberg,2012-01-30,516
bloomberg,2012-01-31,592
bloomberg,2012-02-01,637
bloomberg,2012-02-02,618
bloomberg,2012-02-03,544
bloomberg,2012-02-04,142
bloomberg,2012-02-05,131
bloomberg,2012-02-06,651
bloomberg,2012-02-07,689
bloomberg,2012-02-08,799
bloomberg,2012-02-09,989
bloomberg,2012-02-10,1265
bloomberg,2012-02-11,108
bloomberg,2012-02-12,139
bloomberg,2012-02-13,540
bloomberg,2012-02-14,571
bloomberg,2012-02-15,645
bloomberg,2012-02-16,606
bloomberg,2012-02-17,521
bloomberg,2012-02-18,90
bloomberg,2012-02-19,133
bloomberg,2012-02-20,307
bloomberg,2012-02-21,516
bloomberg,2012-02-22,531
bloomberg,2012-02-23,567
bloomberg,2012-02-24,505
bloomberg,2012-02-25,93
bloomberg,2012-02-26,150
bloomberg,2012-02-27,534
bloomberg,2012-02-28,584
bloomberg,2012-02-29,633
bloomberg,2012-03-01,600
bloomberg,2012-03-02,483
bloomberg,2012-03-03,106
bloomberg,2012-03-04,133
bloomberg,2012-03-05,586
bloomberg,2012-03-06,648
bloomberg,2012-03-07,723
bloomberg,2012-03-08,839
bloomberg,2012-03-09,1408
bloomberg,2012-03-10,110
bloomberg,2012-03-11,149
bloomberg,2012-03-12,535
bloomberg,2012-03-13,600
bloomberg,2012-03-14,539
bloomberg,2012-03-15,584
bloomberg,2012-03-16,466
bloomberg,2012-03-17,90
bloomberg,2012-03-18,142
bloomberg,2012-03-19,485
bloomberg,2012-03-20,527
bloomberg,2012-03-21,567
bloomberg,2012-03-22,573
bloomberg,2012-03-23,419
bloomberg,2012-03-24,93
bloomberg,2012-03-25,174
bloomberg,2012-03-26,486
bloomberg,2012-03-27,595
bloomberg,2012-03-28,513
bloomberg,2012-03-29,574
bloomberg,2012-03-30,499
bloomberg,2012-03-31,90
bloomberg,2012-04-01,164
bloomberg,2012-04-02,505
bloomberg,2012-04-03,507
bloomberg,2012-04-04,505
bloomberg,2012-04-05,454
bloomberg,2012-04-06,161
bloomberg,2012-04-07,75
bloomberg,2012-04-08,121
bloomberg,2012-04-09,322
bloomberg,2012-04-10,480
bloomberg,2012-04-11,503
bloomberg,2012-04-12,529
bloomberg,2012-04-13,423
bloomberg,2012-04-14,111
bloomberg,2012-04-15,155
bloomberg,2012-04-16,472
bloomberg,2012-04-17,560
bloomberg,2012-04-18,533
bloomberg,2012-04-19,563
bloomberg,2012-04-20,467
bloomberg,2012-04-21,103
bloomberg,2012-04-22,171
bloomberg,2012-04-23,505
bloomberg,2012-04-24,572
bloomberg,2012-04-25,579
bloomberg,2012-04-26,619
bloomberg,2012-04-27,475
bloomberg,2012-04-28,94
bloomberg,2012-04-29,164
bloomberg,2012-04-30,448
bloomberg,2012-05-01,403
bloomberg,2012-05-02,567
bloomberg,2012-05-03,591
bloomberg,2012-05-04,487
bloomberg,2012-05-05,97
bloomberg,2012-05-06,155
bloomberg,2012-05-07,633
bloomberg,2012-05-08,784
bloomberg,2012-05-09,921
bloomberg,2012-05-10,1360
bloomberg,2012-05-11,459
bloomberg,2012-05-12,90
bloomberg,2012-05-13,161
bloomberg,2012-05-14,505
bloomberg,2012-05-15,598
bloomberg,2012-05-16,536
bloomberg,2012-05-17,523
bloomberg,2012-05-18,437
bloomberg,2012-05-19,81
bloomberg,2012-05-20,146
bloomberg,2012-05-21,461
bloomberg,2012-05-22,515
bloomberg,2012-05-23,505
bloomberg,2012-05-24,512
bloomberg,2012-05-25,419
bloomberg,2012-05-26,69
bloomberg,2012-05-27,123
bloomberg,2012-05-28,310
bloomberg,2012-05-29,490
bloomberg,2012-05-30,530
bloomberg,2012-05-31,608
bloomberg,2012-06-01,422
bloomberg,2012-06-02,90
bloomberg,2012-06-03,140
bloomberg,2012-06-04,477
bloomberg,2012-06-05,597
bloomberg,2012-06-06,683
bloomberg,2012-06-07,826
bloomberg,2012-06-08,1511
bloomberg,2012-06-09,97
bloomberg,2012-06-10,165
bloomberg,2012-06-11,552
bloomberg,2012-06-12,495
bloomberg,2012-06-13,549
bloomberg,2012-06-14,528
bloomberg,2012-06-15,430
bloomberg,2012-06-16,73
bloomberg,2012-06-17,133
bloomberg,2012-06-18,486
bloomberg,2012-06-19,525
bloomberg,2012-06-20,519
bloomberg,2012-06-21,555
bloomberg,2012-06-22,417
bloomberg,2012-06-23,72
bloomberg,2012-06-24,165
bloomberg,2012-06-25,464
bloomberg,2012-06-26,489
bloomberg,2012-06-27,556
bloomberg,2012-06-28,562
bloomberg,2012-06-29,472
bloomberg,2012-06-30,86
bloomberg,2012-07-01,138
bloomberg,2012-07-02,454
bloomberg,2012-07-03,387
bloomberg,2012-07-04,360
bloomberg,2012-07-05,572
bloomberg,2012-07-06,622
bloomberg,2012-07-07,84
bloomberg,2012-07-08,178
bloomberg,2012-07-09,932
bloomberg,2012-07-10,1317
bloomberg,2012-07-11,483
bloomberg,2012-07-12,502
bloomberg,2012-07-13,402
bloomberg,2012-07-14,71
bloomberg,2012-07-15,133
bloomberg,2012-07-16,459
bloomberg,2012-07-17,535
bloomberg,2012-07-18,534
bloomberg,2012-07-19,537
bloomberg,2012-07-20,397
bloomberg,2012-07-21,82
bloomberg,2012-07-22,131
bloomberg,2012-07-23,420
bloomberg,2012-07-24,507
bloomberg,2012-07-25,514
bloomberg,2012-07-26,529
bloomberg,2012-07-27,407
bloomberg,2012-07-28,69
bloomberg,2012-07-29,119
bloomberg,2012-07-30,438
bloomberg,2012-07-31,521
bloomberg,2012-08-01,539
bloomberg,2012-08-02,523
bloomberg,2012-08-03,377
bloomberg,2012-08-04,59
bloomberg,2012-08-05,135
bloomberg,2012-08-06,389
bloomberg,2012-08-07,442
bloomberg,2012-08-08,461
bloomberg,2012-08-09,476
bloomberg,2012-08-10,357
bloomberg,2012-08-11,73
bloomberg,2012-08-12,92
bloomberg,2012-08-13,55
bloomberg,2012-08-14,397
bloomberg,2012-08-15,408
bloomberg,2012-08-16,434
bloomberg,2012-08-17,334
bloomberg,2012-08-18,55
bloomberg,2012-08-19,100
bloomberg,2012-08-20,325
bloomberg,2012-08-21,371
bloomberg,2012-08-22,371
bloomberg,2012-08-23,396
bloomberg,2012-08-24,302
bloomberg,2012-08-25,62
bloomberg,2012-08-26,103
bloomberg,2012-08-27,370
bloomberg,2012-08-28,415
bloomberg,2012-08-29,435
bloomberg,2012-08-30,440
bloomberg,2012-08-31,381
bloomberg,2012-09-01,63
bloomberg,2012-09-02,107
bloomberg,2012-09-03,269
bloomberg,2012-09-04,416
bloomberg,2012-09-05,439
bloomberg,2012-09-06,470
bloomberg,2012-09-07,378
bloomberg,2012-09-08,52
bloomberg,2012-09-09,137
bloomberg,2012-09-10,383
bloomberg,2012-09-11,456
bloomberg,2012-09-12,422
bloomberg,2012-09-13,446
bloomberg,2012-09-14,362
bloomberg,2012-09-15,49
bloomberg,2012-09-16,117
bloomberg,2012-09-17,368
bloomberg,2012-09-18,409
bloomberg,2012-09-19,449
bloomberg,2012-09-20,463
bloomberg,2012-09-21,380
bloomberg,2012-09-22,48
bloomberg,2012-09-23,109
bloomberg,2012-09-24,396
bloomberg,2012-09-25,423
bloomberg,2012-09-26,353
bloomberg,2012-09-27,522
bloomberg,2012-09-28,385
bloomberg,2012-09-29,53
bloomberg,2012-09-30,102
bloomberg,2012-10-01,423
bloomberg,2012-10-02,383
bloomberg,2012-10-03,390
bloomberg,2012-10-04,435
bloomberg,2012-10-05,350
bloomberg,2012-10-06,50
bloomberg,2012-10-07,120
bloomberg,2012-10-08,347
bloomberg,2012-10-09,417
bloomberg,2012-10-10,459
bloomberg,2012-10-11,467
bloomberg,2012-10-12,336
bloomberg,2012-10-13,69
bloomberg,2012-10-14,118
bloomberg,2012-10-15,385
bloomberg,2012-10-16,426
bloomberg,2012-10-17,463
bloomberg,2012-10-18,426
bloomberg,2012-10-19,344
bloomberg,2012-10-20,53
bloomberg,2012-10-21,106
bloomberg,2012-10-22,374
bloomberg,2012-10-23,426
bloomberg,2012-10-24,485
bloomberg,2012-10-25,477
bloomberg,2012-10-26,361
bloomberg,2012-10-27,40
bloomberg,2012-10-28,96
bloomberg,2012-10-29,384
bloomberg,2012-10-30,429
bloomberg,2012-10-31,450
bloomberg,2012-11-01,425
bloomberg,2012-11-02,321
bloomberg,2012-11-03,54
bloomberg,2012-11-04,91
bloomberg,2012-11-05,399
bloomberg,2012-11-06,413
bloomberg,2012-11-07,492
bloomberg,2012-11-08,487
bloomberg,2012-11-09,406
bloomberg,2012-11-10,62
bloomberg,2012-11-11,101
bloomberg,2012-11-12,395
bloomberg,2012-11-13,416
bloomberg,2012-11-14,459
bloomberg,2012-11-15,477
bloomberg,2012-11-16,389
bloomberg,2012-11-17,63
bloomberg,2012-11-18,78
bloomberg,2012-11-19,387
bloomberg,2012-11-20,386
bloomberg,2012-11-21,403
bloomberg,2012-11-22,246
bloomberg,2012-11-23,256
bloomberg,2012-11-24,39
bloomberg,2012-11-25,95
bloomberg,2012-11-26,344
bloomberg,2012-11-27,445
bloomberg,2012-11-28,460
bloomberg,2012-11-29,459
bloomberg,2012-11-30,361
bloomberg,2012-12-01,43
bloomberg,2012-12-02,84
bloomberg,2012-12-03,364
bloomberg,2012-12-04,398
bloomberg,2012-12-05,407
bloomberg,2012-12-06,499
bloomberg,2012-12-07,381
bloomberg,2012-12-08,64
bloomberg,2012-12-09,101
bloomberg,2012-12-10,398
bloomberg,2012-12-11,446
bloomberg,2012-12-12,489
bloomberg,2012-12-13,474
bloomberg,2012-12-14,413
bloomberg,2012-12-15,62
bloomberg,2012-12-16,99
bloomberg,2012-12-17,442
bloomberg,2012-12-18,496
bloomberg,2012-12-19,495
bloomberg,2012-12-20,533
bloomberg,2012-12-21,423
bloomberg,2012-12-22,53
bloomberg,2012-12-23,82
bloomberg,2012-12-24,215
bloomberg,2012-12-25,80
bloomberg,2012-12-26,205
bloomberg,2012-12-27,286
bloomberg,2012-12-28,293
bloomberg,2012-12-29,50
bloomberg,2012-12-30,79
bloomberg,2012-12-31,222
bloomberg,2013-01-01,81
bloomberg,2013-01-02,315
bloomberg,2013-01-03,386
bloomberg,2013-01-04,355
bloomberg,2013-01-05,57
bloomberg,2013-01-06,101
bloomberg,2013-01-07,420
bloomberg,2013-01-08,487
bloomberg,2013-01-09,484
bloomberg,2013-01-10,531
bloomberg,2013-01-11,470
bloomberg,2013-01-12,53
bloomberg,2013-01-13,91
bloomberg,2013-01-14,508
bloomberg,2013-01-15,501
bloomberg,2013-01-16,532
bloomberg,2013-01-17,552
bloomberg,2013-01-18,446
bloomberg,2013-01-19,58
bloomberg,2013-01-20,90
bloomberg,2013-01-21,349
bloomberg,2013-01-22,528
bloomberg,2013-01-23,549
bloomberg,2013-01-24,554
bloomberg,2013-01-25,452
bloomberg,2013-01-26,68
bloomberg,2013-01-27,121
bloomberg,2013-01-28,457
bloomberg,2013-01-29,516
bloomberg,2013-01-30,556
bloomberg,2013-01-31,624
bloomberg,2013-02-01,472
bloomberg,2013-02-02,61
bloomberg,2013-02-03,102
bloomberg,2013-02-04,476
bloomberg,2013-02-05,521
bloomberg,2013-02-06,533
bloomberg,2013-02-07,585
bloomberg,2013-02-08,438
bloomberg,2013-02-09,53
bloomberg,2013-02-10,92
bloomberg,2013-02-11,409
bloomberg,2013-02-12,477
bloomberg,2013-02-13,525
bloomberg,2013-02-14,568
bloomberg,2013-02-15,404
bloomberg,2013-02-16,60
bloomberg,2013-02-17,92
bloomberg,2013-02-18,315
bloomberg,2013-02-19,472
bloomberg,2013-02-20,527
bloomberg,2013-02-21,502
bloomberg,2013-02-22,438
bloomberg,2013-02-23,62
bloomberg,2013-02-24,101
bloomberg,2013-02-25,441
bloomberg,2013-02-26,557
bloomberg,2013-02-27,568
bloomberg,2013-02-28,551
bloomberg,2013-03-01,475
bloomberg,2013-03-02,56
bloomberg,2013-03-03,117
bloomberg,2013-03-04,475
bloomberg,2013-03-05,521
bloomberg,2013-03-06,533
bloomberg,2013-03-07,538
bloomberg,2013-03-08,445
bloomberg,2013-03-09,61
bloomberg,2013-03-10,125
bloomberg,2013-03-11,445
bloomberg,2013-03-12,487
bloomberg,2013-03-13,505
bloomberg,2013-03-14,552
bloomberg,2013-03-15,422
bloomberg,2013-03-16,67
bloomberg,2013-03-17,116
bloomberg,2013-03-18,449
bloomberg,2013-03-19,485
bloomberg,2013-03-20,484
bloomberg,2013-03-21,485
bloomberg,2013-03-22,423
bloomberg,2013-03-23,50
bloomberg,2013-03-24,94
bloomberg,2013-03-25,414
bloomberg,2013-03-26,455
bloomberg,2013-03-27,459
bloomberg,2013-03-28,476
bloomberg,2013-03-29,141
bloomberg,2013-03-30,45
bloomberg,2013-03-31,69
bloomberg,2013-04-01,293
bloomberg,2013-04-02,456
bloomberg,2013-04-03,436
bloomberg,2013-04-04,456
bloomberg,2013-04-05,338
bloomberg,2013-04-06,54
bloomberg,2013-04-07,115
bloomberg,2013-04-08,442
bloomberg,2013-04-09,519
bloomberg,2013-04-10,497
bloomberg,2013-04-11,495
bloomberg,2013-04-12,392
bloomberg,2013-04-13,57
bloomberg,2013-04-14,111
bloomberg,2013-04-15,434
bloomberg,2013-04-16,517
bloomberg,2013-04-17,472
bloomberg,2013-04-18,530
bloomberg,2013-04-19,385
bloomberg,2013-04-20,73
bloomberg,2013-04-21,123
bloomberg,2013-04-22,435
bloomberg,2013-04-23,516
bloomberg,2013-04-24,523
bloomberg,2013-04-25,527
bloomberg,2013-04-26,414
bloomberg,2013-04-27,56
bloomberg,2013-04-28,109
bloomberg,2013-04-29,393
bloomberg,2013-04-30,504
bloomberg,2013-05-01,342
bloomberg,2013-05-02,480
bloomberg,2013-05-03,370
bloomberg,2013-05-04,45
bloomberg,2013-05-05,108
bloomberg,2013-05-06,356
bloomberg,2013-05-07,447
bloomberg,2013-05-08,491
bloomberg,2013-05-09,470
bloomberg,2013-05-10,408
bloomberg,2013-05-11,57
bloomberg,2013-05-12,97
bloomberg,2013-05-13,412
bloomberg,2013-05-14,486
bloomberg,2013-05-15,525
bloomberg,2013-05-16,519
bloomberg,2013-05-17,397
bloomberg,2013-05-18,49
bloomberg,2013-05-19,92
bloomberg,2013-05-20,361
bloomberg,2013-05-21,464
bloomberg,2013-05-22,480
bloomberg,2013-05-23,482
bloomberg,2013-05-24,331
bloomberg,2013-05-25,45
bloomberg,2013-05-26,95
bloomberg,2013-05-27,212
bloomberg,2013-05-28,408
bloomberg,2013-05-29,457
bloomberg,2013-05-30,475
bloomberg,2013-05-31,398
bloomberg,2013-06-01,75
bloomberg,2013-06-02,118
bloomberg,2013-06-03,436
bloomberg,2013-06-04,447
bloomberg,2013-06-05,475
bloomberg,2013-06-06,441
bloomberg,2013-06-07,373
bloomberg,2013-06-08,52
bloomberg,2013-06-09,99
bloomberg,2013-06-10,403
bloomberg,2013-06-11,459
bloomberg,2013-06-12,451
bloomberg,2013-06-13,488
bloomberg,2013-06-14,377
bloomberg,2013-06-15,56
bloomberg,2013-06-16,105
bloomberg,2013-06-17,410
bloomberg,2013-06-18,451
bloomberg,2013-06-19,480
bloomberg,2013-06-20,456
bloomberg,2013-06-21,365
bloomberg,2013-06-22,45
bloomberg,2013-06-23,133
bloomberg,2013-06-24,391
bloomberg,2013-06-25,399
bloomberg,2013-06-26,420
bloomberg,2013-06-27,450
bloomberg,2013-06-28,357
bloomberg,2013-06-29,47
bloomberg,2013-06-30,112
bloomberg,2013-07-01,369
bloomberg,2013-07-02,392
bloomberg,2013-07-03,387
bloomberg,2013-07-04,272
bloomberg,2013-07-05,296
bloomberg,2013-07-06,41
bloomberg,2013-07-07,102
bloomberg,2013-07-08,380
bloomberg,2013-07-09,426
bloomberg,2013-07-10,435
bloomberg,2013-07-11,436
bloomberg,2013-07-12,364
bloomberg,2013-07-13,32
bloomberg,2013-07-14,80
bloomberg,2013-07-15,389
bloomberg,2013-07-16,424
bloomberg,2013-07-17,446
bloomberg,2013-07-18,427
bloomberg,2013-07-19,366
bloomberg,2013-07-20,56
bloomberg,2013-07-21,108
bloomberg,2013-07-22,369
bloomberg,2013-07-23,394
bloomberg,2013-07-24,446
bloomberg,2013-07-25,475
bloomberg,2013-07-26,340
bloomberg,2013-07-27,52
bloomberg,2013-07-28,99
bloomberg,2013-07-29,368
bloomberg,2013-07-30,425
bloomberg,2013-07-31,481
bloomberg,2013-08-01,465
bloomberg,2013-08-02,347
bloomberg,2013-08-03,41
bloomberg,2013-08-04,86
bloomberg,2013-08-05,313
bloomberg,2013-08-06,416
bloomberg,2013-08-07,409
bloomberg,2013-08-08,459
bloomberg,2013-08-09,314
bloomberg,2013-08-10,36
bloomberg,2013-08-11,89
bloomberg,2013-08-12,330
bloomberg,2013-08-13,379
bloomberg,2013-08-14,402
bloomberg,2013-08-15,370
bloomberg,2013-08-16,303
bloomberg,2013-08-17,31
bloomberg,2013-08-18,84
bloomberg,2013-08-19,321
bloomberg,2013-08-20,346
bloomberg,2013-08-21,349
bloomberg,2013-08-22,399
bloomberg,2013-08-23,326
bloomberg,2013-08-24,50
bloomberg,2013-08-25,98
bloomberg,2013-08-26,318
bloomberg,2013-08-27,388
bloomberg,2013-08-28,363
bloomberg,2013-08-29,423
bloomberg,2013-08-30,337
bloomberg,2013-08-31,43
bloomberg,2013-09-01,84
bloomberg,2013-09-02,246
bloomberg,2013-09-03,386
bloomberg,2013-09-04,448
bloomberg,2013-09-05,389
bloomberg,2013-09-06,335
bloomberg,2013-09-07,46
